1,ЧяШaВQФNНСР®Т≤НЄБ@ПђТnИжПWМvБ@БiСНЦ±П»УЭМvЛ«Бj,,,,,,,,,,,
2,Сж1Х\Б@ТjПЧХ РlМыЛyВ—РҐС—РФБ|КоЦ{ТPИ Лж,,,,,,,,,,,
3,,,,,,,,,1) БuРlМыПWТЖТnЛжХДНЖБvВЌБCБu01БvВ≈В†ВкВќРlМыПWТЖТnЛжБCБu51БvВ≈В†ВкВќПАРlМыПWТЖТnЛжВ≈В†ВйВ±В∆ВрХ\ВЈБBВ»В®БCОsЛжТђСЇУаВ…РlМыПWТЖТnЛжВвПАРlМыПWТЖТnЛжВ™Х°РФСґНЁВЈВйПкНЗВЌБCРlМыВћСеВЂВҐРlМыПWТЖТnЛжВ©ВзБC01БC02БcБiПАРlМыПWТЖТnЛжВЌ51БC52БcБjВ∆ХtЧ^ВµВƒВҐВйБB,,,
4,,,,,,,,,РlМы,РlМы,РlМы,РҐС—РФ
15865,"45208","022000240"," 192.1. 2","Л{НиМІ","РЉУsОs","СеОЪОOФ[","","",40,19,21,14
15866,"45208","022000250"," 191.1. 1","Л{НиМІ","РЉУsОs","СеОЪОOФ[","","",35,18,17,15
15867,"45208","023000010"," 188.1.  ","Л{НиМІ","РЉУsОs","СеОЪХљМS","","",71,35,36,39
15868,"45208","023000020"," 189.1. 1","Л{НиМІ","РЉУsОs","СеОЪХљМS","","",52,27,25,22
15869,"45208","023000030"," 189.1. 2","Л{НиМІ","РЉУsОs","СеОЪХљМS","","",34,15,19,17
15870,"45208","023000040"," 191.1. 2","Л{НиМІ","РЉУsОs","СеОЪХљМS","","",48,22,26,16
15871,"45208","023000050"," 199.1.  ","Л{НиМІ","РЉУsОs","СеОЪХљМS","","",72,33,39,31
15872,"45208","023000060"," 198.1.  ","Л{НиМІ","РЉУsОs","СеОЪХљМS","","",126,56,70,56
15873,"45208","023000071"," 197.1.  ","Л{НиМІ","РЉУsОs","СеОЪХљМS","","",134,62,72,53
15874,"45208","023000072"," 196.4.  ","Л{НиМІ","РЉУsОs","СеОЪХљМS","","",90,27,63,1
15875,"45208","023000080"," 194.1.  ","Л{НиМІ","РЉУsОs","СеОЪХљМS","","",71,32,39,36
15876,"45208","023000090"," 195.1.  ","Л{НиМІ","РЉУsОs","СеОЪХљМS","","",91,43,48,64
15877,"45208","024000010"," 136.1. 1","Л{НиМІ","РЉУsОs","СеОЪОRУc","","",19,11,8,8
15878,"45208","024000020"," 135.1.  ","Л{НиМІ","РЉУsОs","СеОЪОRУc","","",64,30,34,29
15879,"45208","024000030"," 134.1. 1","Л{НиМІ","РЉУsОs","СеОЪОRУc","","",65,33,32,29
15880,"45208","024000040"," 134.1. 2","Л{НиМІ","РЉУsОs","СеОЪОRУc","","",64,27,37,25
15881,"45208","024000050"," 132.1.  ","Л{НиМІ","РЉУsОs","СеОЪОRУc","","",73,36,37,38
15882,"45208","024000050"," 133.1.  ","Л{НиМІ","РЉУsОs","СеОЪОRУc","","",67,33,34,29
15883,"45208","024000060"," 131.1.  ","Л{НиМІ","РЉУsОs","СеОЪОRУc","","",97,49,48,39
15884,"45208","024000070"," 130.1.  ","Л{НиМІ","РЉУsОs","СеОЪОRУc","","",61,34,27,25
15885,"45208","025000010"," 127.1. 6","Л{НиМІ","РЉУsОs","СеОЪНrХР","","",22,11,11,10
15886,"45208","025000020"," 137.1.  ","Л{НиМІ","РЉУsОs","СеОЪНrХР","","",125,53,72,53
15887,"45208","025000030"," 142.1.  ","Л{НиМІ","РЉУsОs","СеОЪНrХР","","",98,51,47,40
15888,"45208","025000040"," 141.1.  ","Л{НиМІ","РЉУsОs","СеОЪНrХР","","",134,67,67,51
15889,"45208","025000050"," 140.1.  ","Л{НиМІ","РЉУsОs","СеОЪНrХР","","",76,35,41,31
15890,"45208","025000060"," 136.1. 2","Л{НиМІ","РЉУsОs","СеОЪНrХР","","",26,9,17,13
15891,"45208","026000011"," 138.1.  ","Л{НиМІ","РЉУsОs","СеОЪКвТ№","","",97,42,55,43
15892,"45208","026000012"," 139.4.  ","Л{НиМІ","РЉУsОs","СеОЪКвТ№","","",52,12,40,1
15893,"45208","026000020"," 129.1.  ","Л{НиМІ","РЉУsОs","СеОЪКвТ№","","",131,62,69,56
15894,"45208","026000030"," 143.1.  ","Л{НиМІ","РЉУsОs","СеОЪКвТ№","","",139,65,74,53
15895,"45208","026000040"," 128.1. 5","Л{НиМІ","РЉУsОs","СеОЪКвТ№","","",13,7,6,5
15896,"45208","027000010"," 117.1. 1","Л{НиМІ","РЉУsОs","СеОЪО≠ЦмУc","","",62,32,30,26
15897,"45208","027000020"," 117.1. 2","Л{НиМІ","РЉУsОs","СеОЪО≠ЦмУc","","",23,8,15,12
15898,"45208","027000030"," 118.1.  ","Л{НиМІ","РЉУsОs","СеОЪО≠ЦмУc","","",115,55,60,64
15899,"45208","027000040"," 119.1.  ","Л{НиМІ","РЉУsОs","СеОЪО≠ЦмУc","","",159,77,82,77
15900,"45208","027000050"," 120.1.  ","Л{НиМІ","РЉУsОs","СеОЪО≠ЦмУc","","",203,104,99,73
15901,"45208","027000060"," 121.1.  ","Л{НиМІ","РЉУsОs","СеОЪО≠ЦмУc","","",91,35,56,43
15902,"45208","027000070"," 122.1.  ","Л{НиМІ","РЉУsОs","СеОЪО≠ЦмУc","","",119,53,66,58
15903,"45208","027000080"," 123.1.  ","Л{НиМІ","РЉУsОs","СеОЪО≠ЦмУc","","",129,61,68,53
15904,"45208","027000090"," 125.1.  ","Л{НиМІ","РЉУsОs","СеОЪО≠ЦмУc","","",100,49,51,41
15905,"45208","027000100"," 126.1.  ","Л{НиМІ","РЉУsОs","СеОЪО≠ЦмУc","","",111,56,55,42
15906,"45208","027000110"," 124.1. 1","Л{НиМІ","РЉУsОs","СеОЪО≠ЦмУc","","",43,23,20,21
15907,"45208","027000120"," 124.1. 2","Л{НиМІ","РЉУsОs","СеОЪО≠ЦмУc","","",116,65,51,51
15908,"45208","027000130"," 127.1. 1","Л{НиМІ","РЉУsОs","СеОЪО≠ЦмУc","","",5,4,1,2
15909,"45208","027000140"," 128.1. 2","Л{НиМІ","РЉУsОs","СеОЪО≠ЦмУc","","",57,22,35,23
15910,"45208","027000150"," 127.1. 3","Л{НиМІ","РЉУsОs","СеОЪО≠ЦмУc","","",16,8,8,7
15911,"45208","027000160"," 128.1. 4","Л{НиМІ","РЉУsОs","СеОЪО≠ЦмУc","","",28,15,13,9
15912,"45208","027000170"," 127.1. 5","Л{НиМІ","РЉУsОs","СеОЪО≠ЦмУc","","",15,5,10,6
15913,"45208","028000010"," 127.1. 2","Л{НиМІ","РЉУsОs","СеОЪУsЙЧМSТђ","","",28,15,13,14
15914,"45208","028000020"," 128.1. 1","Л{НиМІ","РЉУsОs","СеОЪУsЙЧМSТђ","","",24,12,12,12
15915,"45208","028000030"," 127.1. 4","Л{НиМІ","РЉУsОs","СеОЪУsЙЧМSТђ","","",26,12,14,16
15916,"45208","028000040"," 128.1. 3","Л{НиМІ","РЉУsОs","СеОЪУsЙЧМSТђ","","",26,12,14,8
15917,"45208","029000010"," 144.1.  ","Л{НиМІ","РЉУsОs","СеОЪЙЅР®","","",119,53,66,50
15918,"45208","029000020"," 164.2. 1","Л{НиМІ","РЉУsОs","СеОЪЙЅР®","","",17,7,10,11
15919,"45208","029000030"," 164.2. 2","Л{НиМІ","РЉУsОs","СеОЪЙЅР®","","",6,3,3,4
15920,"45208","029000040"," 165.1. 1","Л{НиМІ","РЉУsОs","СеОЪЙЅР®","","",104,49,55,49
15921,"45208","029000050"," 148.1. 1","Л{НиМІ","РЉУsОs","СеОЪЙЅР®","","",18,8,10,11
15922,"45208","029000060"," 145.1. 2","Л{НиМІ","РЉУsОs","СеОЪЙЅР®","","",72,34,38,32
15923,"45208","030000010"," 149.1.  ","Л{НиМІ","РЉУsОs","СеОЪУ°Уc","","",77,38,39,34
15924,"45208","030000020"," 150.1. 1","Л{НиМІ","РЉУsОs","СеОЪУ°Уc","","",58,26,32,23
15925,"45208","030000030"," 148.1. 4","Л{НиМІ","РЉУsОs","СеОЪУ°Уc","","",5,2,3,2
15926,"45208","030000040"," 147.1. 2","Л{НиМІ","РЉУsОs","СеОЪУ°Уc","","",9,5,4,3
15927,"45208","030000050"," 147.1. 3","Л{НиМІ","РЉУsОs","СеОЪУ°Уc","","",25,12,13,10
15928,"45208","030000060"," 150.1. 4","Л{НиМІ","РЉУsОs","СеОЪУ°Уc","","",13,6,7,5
15929,"45208","030000070"," 145.1. 1","Л{НиМІ","РЉУsОs","СеОЪУ°Уc","","",66,34,32,28
15930,"45208","031000010"," 160.1. 1","Л{НиМІ","РЉУsОs","СеОЪПгОOНа","","",31,16,15,15
15931,"45208","031000020"," 163.1.  ","Л{НиМІ","РЉУsОs","СеОЪПгОOНа","","",95,49,46,41
15932,"45208","031000030"," 162.2.  ","Л{НиМІ","РЉУsОs","СеОЪПгОOНа","","",31,14,17,13
15933,"45208","031000040"," 170.1.  ","Л{НиМІ","РЉУsОs","СеОЪПгОOНа","","",68,32,36,32
15934,"45208","031000050"," 171.1.  ","Л{НиМІ","РЉУsОs","СеОЪПгОOНа","","",104,49,55,48
15935,"45208","031000060"," 172.1. 1","Л{НиМІ","РЉУsОs","СеОЪПгОOНа","","",62,28,34,23
15936,"45208","031000070"," 172.1. 2","Л{НиМІ","РЉУsОs","СеОЪПгОOНа","","",38,17,21,19
15937,"45208","031000080"," 169.1. 1","Л{НиМІ","РЉУsОs","СеОЪПгОOНа","","",75,33,42,36
15938,"45208","031000090"," 169.1. 2","Л{НиМІ","РЉУsОs","СеОЪПгОOНа","","",52,17,35,21
15939,"45208","031000100"," 168.1.  ","Л{НиМІ","РЉУsОs","СеОЪПгОOНа","","",119,59,60,46
15940,"45208","031000110"," 167.1.  ","Л{НиМІ","РЉУsОs","СеОЪПгОOНа","","",88,41,47,37
15941,"45208","031000120"," 165.1. 2","Л{НиМІ","РЉУsОs","СеОЪПгОOНа","","",4,2,2,2
15942,"45208","031000130"," 166.1. 1","Л{НиМІ","РЉУsОs","СеОЪПгОOНа","","",106,51,55,43
15943,"45208","031000140"," 166.1. 2","Л{НиМІ","РЉУsОs","СеОЪПгОOНа","","",41,22,19,18
15944,"45208","031000150"," 159.1. 2","Л{НиМІ","РЉУsОs","СеОЪПгОOНа","","",69,31,38,27
15945,"45208","031000160"," 173.1.  ","Л{НиМІ","РЉУsОs","СеОЪПгОOНа","","",107,48,59,46
15946,"45208","031000170"," 174.1.  ","Л{НиМІ","РЉУsОs","СеОЪПгОOНа","","",122,60,62,50
15947,"45208","032000030"," 148.1. 2","Л{НиМІ","РЉУsОs","СеОЪЙЇОOНа","","",17,8,9,9
15948,"45208","032000040"," 148.1. 5","Л{НиМІ","РЉУsОs","СеОЪЙЇОOНа","","",16,5,11,10
15949,"45208","032000050"," 148.1. 3","Л{НиМІ","РЉУsОs","СеОЪЙЇОOНа","","",23,12,11,11
15950,"45208","032000060"," 147.1. 1","Л{НиМІ","РЉУsОs","СеОЪЙЇОOНа","","",58,28,30,25
15951,"45208","032000070"," 147.1. 4","Л{НиМІ","РЉУsОs","СеОЪЙЇОOНа","","",41,20,21,15
15952,"45208","032000080"," 151.1. 1","Л{НиМІ","РЉУsОs","СеОЪЙЇОOНа","","",108,49,59,38
15953,"45208","032000090"," 146.1.  ","Л{НиМІ","РЉУsОs","СеОЪЙЇОOНа","","",73,36,37,36
15954,"45208","032000100"," 152.1.  ","Л{НиМІ","РЉУsОs","СеОЪЙЇОOНа","","",174,59,115,36
15955,"45208","032000110"," 153.1.  ","Л{НиМІ","РЉУsОs","СеОЪЙЇОOНа","","",91,49,42,35
15956,"45208","032000120"," 156.1. 1","Л{НиМІ","РЉУsОs","СеОЪЙЇОOНа","","",23,11,12,8
15957,"45208","032000130"," 156.1. 2","Л{НиМІ","РЉУsОs","СеОЪЙЇОOНа","","",8,4,4,4
15958,"45208","032000140"," 151.1. 2","Л{НиМІ","РЉУsОs","СеОЪЙЇОOНа","","",28,13,15,10
15959,"45208","032000150"," 154.1. 1","Л{НиМІ","РЉУsОs","СеОЪЙЇОOНа","","",62,28,34,28
15960,"45208","032000160"," 156.1. 3","Л{НиМІ","РЉУsОs","СеОЪЙЇОOНа","","",64,31,33,25
15961,"45208","032000170"," 156.1. 4","Л{НиМІ","РЉУsОs","СеОЪЙЇОOНа","","",9,6,3,4
15962,"45208","032000180"," 155.1.  ","Л{НиМІ","РЉУsОs","СеОЪЙЇОOНа","","",129,56,73,51
15963,"45208","032000190"," 154.1. 2","Л{НиМІ","РЉУsОs","СеОЪЙЇОOНа","","",48,27,21,19
15964,"45208","032000200"," 157.1.  ","Л{НиМІ","РЉУsОs","СеОЪЙЇОOНа","","",126,58,68,56
15965,"45208","032000210"," 158.1.  ","Л{НиМІ","РЉУsОs","СеОЪЙЇОOНа","","",127,61,66,40
15966,"45208","032000220"," 159.1. 1","Л{НиМІ","РЉУsОs","СеОЪЙЇОOНа","","",80,37,43,33
15967,"45208","032000230"," 160.1. 2","Л{НиМІ","РЉУsОs","СеОЪЙЇОOНа","","",92,48,44,36
15968,"45208","032000240"," 150.1. 2","Л{НиМІ","РЉУsОs","СеОЪЙЇОOНа","","",30,13,17,13
15969,"45208","032000250"," 150.1. 3","Л{НиМІ","РЉУsОs","СеОЪЙЇОOНа","","",22,11,11,10
15970,"45208","033000010"," 161.2.  ","Л{НиМІ","РЉУsОs","СеОЪК¶Рм","","",-,-,-,-
15971,"45208","034000010"," 200.2. 1","Л{НиМІ","РЉУsОs","СеОЪПгЧg","","",12,6,6,8
15972,"45208","034000020"," 200.2. 2","Л{НиМІ","РЉУsОs","СеОЪПгЧg","","",46,23,23,22
15973,"45208","035000010"," 201.2. 1","Л{НиМІ","РЉУsОs","СеОЪЛвЛЊ","","",12,7,5,7
15974,"45208","035000020"," 201.2. 2","Л{НиМІ","РЉУsОs","СеОЪЛвЛЊ","","",15,8,7,9
15975,"45208","035000030"," 202.1.  ","Л{НиМІ","РЉУsОs","СеОЪЛвЛЊ","","",51,25,26,23
15976,"45208","035000040"," 203.2. 1","Л{НиМІ","РЉУsОs","СеОЪЛвЛЊ","","",30,17,13,10
15977,"45208","036000010"," 203.2. 2","Л{НиМІ","РЉУsОs","СеОЪФ™Пd","","",4,3,1,3
15978,"45208","036000020"," 204.2.  ","Л{НиМІ","РЉУsОs","СеОЪФ™Пd","","",6,2,4,5
15979,"45208","037000010"," 205.2.  ","Л{НиМІ","РЉУsОs","СеОЪТЖФц","","",20,9,11,6
15980,"45208","037000020"," 207.2.  ","Л{НиМІ","РЉУsОs","СеОЪТЖФц","","",11,6,5,7
15981,"45208","038000010"," 208.2. 1","Л{НиМІ","РЉУsОs","СеОЪФцФ™Пd","","",-,-,-,-
15982,"45208","038000020"," 209.2.  ","Л{НиМІ","РЉУsОs","СеОЪФцФ™Пd","","",7,4,3,7
15983,"45208","038000030"," 210.2.  ","Л{НиМІ","РЉУsОs","СеОЪФцФ™Пd","","",5,3,2,4
15984,"45208","038000040"," 211.2. 1","Л{НиМІ","РЉУsОs","СеОЪФцФ™Пd","","",9,7,2,5
15985,"45208","038000050"," 208.2. 2","Л{НиМІ","РЉУsОs","СеОЪФцФ™Пd","","",11,6,5,7
15986,"45208","038000060"," 211.2. 2","Л{НиМІ","РЉУsОs","СеОЪФцФ™Пd","","",5,2,3,2
15987,"45208","039100010","  63.1.  ","Л{НиМІ","РЉУsОs","ЙЇН»","","01",137,49,88,67
15988,"45208","039100020","  62.1. 1","Л{НиМІ","РЉУsОs","ЙЇН»","","01",213,98,115,78
15989,"45208","039201010","  65.1.  ","Л{НиМІ","РЉУsОs","ЙEПЉ","ИкТЪЦЏ","01",132,58,74,55
15990,"45208","039201020","  62.1. 2","Л{НиМІ","РЉУsОs","ЙEПЉ","ИкТЪЦЏ","01",4,2,2,1
15991,"45208","039202010","  67.1. 1","Л{НиМІ","РЉУsОs","ЙEПЉ","УсТЪЦЏ","01",133,66,67,48
15992,"45208","039202020","  61.1. 3","Л{НиМІ","РЉУsОs","ЙEПЉ","УсТЪЦЏ","",86,34,52,38
15993,"45208","039203010","  64.1. 1","Л{НиМІ","РЉУsОs","ЙEПЉ","ОOТЪЦЏ","",49,25,24,18
15994,"45208","039204010","  66.1. 1","Л{НиМІ","РЉУsОs","ЙEПЉ","ОlТЪЦЏ","01",121,60,61,49
15995,"45208","039204020","  66.1. 2","Л{НиМІ","РЉУsОs","ЙEПЉ","ОlТЪЦЏ","",2,1,1,1
15996,"45208","039205010","  67.1. 2","Л{НиМІ","РЉУsОs","ЙEПЉ","М№ТЪЦЏ","01",41,19,22,14
15997,"45208","039205020","  68.1. 2","Л{НиМІ","РЉУsОs","ЙEПЉ","М№ТЪЦЏ","",68,34,34,27
15998,"45208","039301010","  59.1. 3","Л{НиМІ","РЉУsОs","ПђЦмНи","ИкТЪЦЏ","01",5,2,3,3
15999,"45208","039301020","  57.1.  ","Л{НиМІ","РЉУsОs","ПђЦмНи","ИкТЪЦЏ","01",59,26,33,25
16000,"45208","039301030","  58.1.  ","Л{НиМІ","РЉУsОs","ПђЦмНи","ИкТЪЦЏ","01",58,29,29,34
16001,"45208","039302010","  64.1. 2","Л{НиМІ","РЉУsОs","ПђЦмНи","УсТЪЦЏ","01",43,24,19,29
16002,"45208","039302020","  64.1. 3","Л{НиМІ","РЉУsОs","ПђЦмНи","УсТЪЦЏ","01",27,14,13,13
16003,"45208","040101010","  44.1. 1","Л{НиМІ","РЉУsОs","ТЖН»","ИкТЪЦЏ","01",158,73,85,73
16004,"45208","040101020","  43.1.  ","Л{НиМІ","РЉУsОs","ТЖН»","ИкТЪЦЏ","01",139,53,86,61
16005,"45208","040101030","  44.1. 2","Л{НиМІ","РЉУsОs","ТЖН»","ИкТЪЦЏ","01",44,25,19,14
16006,"45208","040101040","  41.1. 2","Л{НиМІ","РЉУsОs","ТЖН»","ИкТЪЦЏ","01",35,17,18,15
16007,"45208","040101050","  41.1. 3","Л{НиМІ","РЉУsОs","ТЖН»","ИкТЪЦЏ","01",-,-,-,-
16008,"45208","040102010","  40.1.  ","Л{НиМІ","РЉУsОs","ТЖН»","УсТЪЦЏ","01",226,102,124,83
16009,"45208","040102020","  39.1. 1","Л{НиМІ","РЉУsОs","ТЖН»","УсТЪЦЏ","",18,6,12,7
16010,"45208","040201010","  50.1.  ","Л{НиМІ","РЉУsОs","ИЃ","ИкТЪЦЏ","01",158,76,82,68
16011,"45208","040201020","  51.1.  ","Л{НиМІ","РЉУsОs","ИЃ","ИкТЪЦЏ","01",148,58,90,33
16012,"45208","040201030","  41.1. 4","Л{НиМІ","РЉУsОs","ИЃ","ИкТЪЦЏ","01",13,6,7,3
16013,"45208","040202010","  52.1. 1","Л{НиМІ","РЉУsОs","ИЃ","УсТЪЦЏ","",121,51,70,54
16014,"45208","040202020","  53.1.  ","Л{НиМІ","РЉУsОs","ИЃ","УсТЪЦЏ","",45,20,25,28
16015,"45208","040301010","  46.1.  ","Л{НиМІ","РЉУsОs","ПгТђ","ИкТЪЦЏ","01",111,55,56,56
16016,"45208","040301020","  45.1. 2","Л{НиМІ","РЉУsОs","ПгТђ","ИкТЪЦЏ","01",107,46,61,51
16017,"45208","040302010","  39.1. 2","Л{НиМІ","РЉУsОs","ПгТђ","УсТЪЦЏ","01",173,82,91,71
16018,"45208","042001010","  14.1. 2","Л{НиМІ","РЉУsОs","РVТђ","ИкТЪЦЏ","01",200,89,111,68
16019,"45208","042002010","  14.1. 1","Л{НиМІ","РЉУsОs","РVТђ","УсТЪЦЏ","",70,31,39,24
16020,"45208","043000010","  13.1.  ","Л{НиМІ","РЉУsОs","СеОЪУґОqКџ","","",103,44,59,52
16021,"45208","043000020","  28.1.  ","Л{НиМІ","РЉУsОs","СеОЪУґОqКџ","","",79,36,43,36
16022,"45208","043000030","  29.1.  ","Л{НиМІ","РЉУsОs","СеОЪУґОqКџ","","",141,67,74,56
16023,"45209","-","-","Л{НиМІ","В¶В—ВћОs","","","",17638,8339,9299,8050
16024,"45209","001001011"," 176.1. 1","Л{НиМІ","В¶В—ВћОs","СеОЪСеЙЌХљ","ЦxЙY","",68,28,40,36
16025,"45209","001001012"," 178.4.  ","Л{НиМІ","В¶В—ВћОs","СеОЪСеЙЌХљ","ЦxЙY","",27,5,22,1
16026,"45209","001001020"," 179.1.  ","Л{НиМІ","В¶В—ВћОs","СеОЪСеЙЌХљ","ЦxЙY","",77,39,38,37
16027,"45209","001001030"," 176.1. 2","Л{НиМІ","В¶В—ВћОs","СеОЪСеЙЌХљ","ЦxЙY","",51,21,30,27
16028,"45209","001002010"," 171.1. 1","Л{НиМІ","В¶В—ВћОs","СеОЪСеЙЌХљ","ПгСеЙЌХљ","",88,40,48,41
16029,"45209","001002020"," 171.1. 2","Л{НиМІ","В¶В—ВћОs","СеОЪСеЙЌХљ","ПгСеЙЌХљ","",77,33,44,41
16030,"45209","001002030"," 172.1.  ","Л{НиМІ","В¶В—ВћОs","СеОЪСеЙЌХљ","ПгСеЙЌХљ","",39,19,20,20
16031,"45209","001002040"," 173.1.  ","Л{НиМІ","В¶В—ВћОs","СеОЪСеЙЌХљ","ПгСеЙЌХљ","",59,27,32,30
16032,"45209","001002050"," 169.2.  ","Л{НиМІ","В¶В—ВћОs","СеОЪСеЙЌХљ","ПгСеЙЌХљ","",1,-,1,1
16033,"45209","001002060"," 170.2.  ","Л{НиМІ","В¶В—ВћОs","СеОЪСеЙЌХљ","ПгСеЙЌХљ","",-,-,-,-
16034,"45209","001003010"," 163.2.  ","Л{НиМІ","В¶В—ВћОs","СеОЪСеЙЌХљ","ЙЇСеЙЌХљ","",-,-,-,-
16035,"45209","001003020"," 166.1.  ","Л{НиМІ","В¶В—ВћОs","СеОЪСеЙЌХљ","ЙЇСеЙЌХљ","",68,30,38,30
16036,"45209","001003030"," 164.1. 1","Л{НиМІ","В¶В—ВћОs","СеОЪСеЙЌХљ","ЙЇСеЙЌХљ","",33,18,15,20
16037,"45209","001003040"," 164.1. 2","Л{НиМІ","В¶В—ВћОs","СеОЪСеЙЌХљ","ЙЇСеЙЌХљ","",42,20,22,21
16038,"45209","001003050"," 165.2.  ","Л{НиМІ","В¶В—ВћОs","СеОЪСеЙЌХљ","ЙЇСеЙЌХљ","",32,17,15,16
16039,"45209","001003060"," 168.1. 1","Л{НиМІ","В¶В—ВћОs","СеОЪСеЙЌХљ","ЙЇСеЙЌХљ","",61,27,34,35
16040,"45209","001003070"," 168.1. 2","Л{НиМІ","В¶В—ВћОs","СеОЪСеЙЌХљ","ЙЇСеЙЌХљ","",24,11,13,13
16041,"45209","001003090"," 167.1. 1","Л{НиМІ","В¶В—ВћОs","СеОЪСеЙЌХљ","ЙЇСеЙЌХљ","",89,40,49,42
16042,"45209","001003100"," 167.1. 2","Л{НиМІ","В¶В—ВћОs","СеОЪСеЙЌХљ","ЙЇСеЙЌХљ","",49,24,25,26
16043,"45209","001029010"," 177.6.  ","Л{НиМІ","В¶В—ВћОs","СеОЪСеЙЌХљ","О©ЙqСа","",117,100,17,13
16044,"45209","002004010"," 174.1. 1","Л{НиМІ","В¶В—ВћОs","СеОЪРЩРЕЧђ","РЩРЕЧђ","",52,29,23,26
16045,"45209","002004030"," 174.1. 3","Л{НиМІ","В¶В—ВћОs","СеОЪРЩРЕЧђ","РЩРЕЧђ","",50,23,27,25
16046,"45209","002004040"," 175.1.  ","Л{НиМІ","В¶В—ВћОs","СеОЪРЩРЕЧђ","РЩРЕЧђ","",92,40,52,42
16047,"45209","002005010"," 135.1. 1","Л{НиМІ","В¶В—ВћОs","СеОЪРЩРЕЧђ","М№УъОs","",98,42,56,38
16048,"45209","002005040"," 135.1. 2","Л{НиМІ","В¶В—ВћОs","СеОЪРЩРЕЧђ","М№УъОs","",36,18,18,18
16049,"45209","002007120"," 132.1. 1","Л{НиМІ","В¶В—ВћОs","СеОЪРЩРЕЧђ","Ш[","",33,17,16,16
16050,"45209","002007130"," 131.1. 1","Л{НиМІ","В¶В—ВћОs","СеОЪРЩРЕЧђ","Ш[","",86,28,58,32
16051,"45209","003004020"," 174.1. 2","Л{НиМІ","В¶В—ВћОs","СеОЪМіУc","РЩРЕЧђ","",16,9,7,9
16052,"45209","003005020"," 137.1. 1","Л{НиМІ","В¶В—ВћОs","СеОЪМіУc","М№УъОs","",36,14,22,18
16053,"45209","003005030"," 137.1. 2","Л{НиМІ","В¶В—ВћОs","СеОЪМіУc","М№УъОs","",33,15,18,18
16054,"45209","003006010"," 139.1. 1","Л{НиМІ","В¶В—ВћОs","СеОЪМіУc","УММіУc","",58,28,30,31
16055,"45209","003006020"," 139.1. 2","Л{НиМІ","В¶В—ВћОs","СеОЪМіУc","УММіУc","",51,21,30,25
16056,"45209","003006030"," 136.1.  ","Л{НиМІ","В¶В—ВћОs","СеОЪМіУc","УММіУc","",96,48,48,44
16057,"45209","003006040"," 138.1.  ","Л{НиМІ","В¶В—ВћОs","СеОЪМіУc","УММіУc","",107,51,56,42
16058,"45209","003007010"," 128.1. 1","Л{НиМІ","В¶В—ВћОs","СеОЪМіУc","Ш[","",36,21,15,18
16059,"45209","003007020"," 128.1. 2","Л{НиМІ","В¶В—ВћОs","СеОЪМіУc","Ш[","",52,23,29,26
16060,"45209","003007030"," 130.1. 1","Л{НиМІ","В¶В—ВћОs","СеОЪМіУc","Ш[","",35,22,13,22
16061,"45209","003007040"," 130.1. 2","Л{НиМІ","В¶В—ВћОs","СеОЪМіУc","Ш[","",70,32,38,30
